onset	duration	trial_type	image_type	image_num	response	reaction_time	trial_num	onset_orig	duration_orig	trial_type_orig	rating_par_orig
1.00954498099986	5	attend	neutral	87	n/a	n/a	1	1.0095	5	att_neut	n/a
7.01730047899991	3	rate	n/a	n/a	98	0.0838940309999998	1	7.0173	3	rating_par	-0.9333
15.016467233	5	attend	negative	71	n/a	n/a	2	15.0165	5	att_neg	n/a
21.007555082	3	rate	n/a	n/a	103	0.00795784799993271	2	21.0076	3	rating_par	1.0667
29.0068018229999	5	attend	negative	77	n/a	n/a	3	29.0068	5	att_neg	n/a
36.0101633849999	3	rate	n/a	n/a	121	0.535138923999966	3	36.0102	3	rating_par	0.0667
41.0055343619999	5	suppress	negative	15	n/a	n/a	4	41.0055	5	suppr_neg	n/a
48.0088577239999	3	rate	n/a	n/a	121	1.13563618000012	4	48.0089	3	rating_par	0.0667
53.0043057839998	5	suppress	negative	5	n/a	n/a	5	53.0043	5	suppr_neg	n/a
61.003413935	3	rate	n/a	n/a	103	0.453415073999849	5	61.0034	3	rating_par	1.0667
69.0026850409999	5	attend	negative	64	n/a	n/a	6	69.0027	5	att_neg	n/a
76.0060437309999	3	rate	n/a	n/a	121	1.25439141000015	6	76.006	3	rating_par	0.0667
83.009354455	5	suppress	negative	3	n/a	n/a	7	83.0094	5	suppr_neg	n/a
89.017213761	3	rate	n/a	n/a	121	1.01024768899993	7	89.0172	3	rating_par	0.0667
100.003588688	5	attend	neutral	97	n/a	n/a	8	100.0036	5	att_neut	n/a
106.011249646	3	rate	n/a	n/a	98	0.647744500000044	8	106.0112	3	rating_par	-0.9333
111.006631507	5	attend	neutral	93	n/a	n/a	9	111.0066	5	att_neut	n/a
117.014281461	3	rate	n/a	n/a	98	0.604328246000023	9	117.0143	3	rating_par	-0.9333
121.01389494	5	suppress	negative	19	n/a	n/a	10	121.0139	5	suppr_neg	n/a
127.004858813	3	rate	n/a	n/a	121	0.411552351000182	10	127.0049	3	rating_par	0.0667
139.003649635	5	attend	negative	68	n/a	n/a	11	139.0036	5	att_neg	n/a
146.007208645	3	rate	n/a	n/a	103	0.00344952199998261	11	146.0072	3	rating_par	1.0667
150.006670706	5	attend	neutral	90	n/a	n/a	12	150.0067	5	att_neut	n/a
157.010140312	3	rate	n/a	n/a	98	1.11176984500003	12	157.0101	3	rating_par	-0.9333
163.017798795	5	suppress	negative	2	n/a	n/a	13	163.0178	5	suppr_neg	n/a
171.016858672	3	rate	n/a	n/a	98	0.696213029000091	13	171.0169	3	rating_par	-0.9333
176.012306682	5	attend	neutral	84	n/a	n/a	14	176.0123	5	att_neut	n/a
183.015812592	3	rate	n/a	n/a	98	0.537549386999899	14	183.0158	3	rating_par	-0.9333
188.011099527	5	attend	neutral	100	n/a	n/a	15	188.0111	5	att_neut	n/a
196.010200384	3	rate	n/a	n/a	98	0.555939998999975	15	196.0102	3	rating_par	-0.9333
201.005590124	5	attend	negative	65	n/a	n/a	16	201.0056	5	att_neg	n/a
208.008906703	3	rate	n/a	n/a	121	0.857778842000016	16	208.0089	3	rating_par	0.0667
212.008664669	5	attend	neutral	83	n/a	n/a	17	212.0087	5	att_neut	n/a
219.011957924	3	rate	n/a	n/a	98	0.680638103000092	17	219.012	3	rating_par	-0.9333
225.003205138	5	attend	negative	69	n/a	n/a	18	225.0032	5	att_neg	n/a
233.002232527	3	rate	n/a	n/a	114	0.5437717289999	18	233.0022	3	rating_par	2.0667
240.005699091	5	attend	neutral	92	n/a	n/a	19	240.0057	5	att_neut	n/a
247.009132421	3	rate	n/a	n/a	98	0.825767023000026	19	247.0091	3	rating_par	-0.9333
252.004472306	5	suppress	negative	10	n/a	n/a	20	252.0045	5	suppr_neg	n/a
259.007858606	3	rate	n/a	n/a	121	0.555888213000117	20	259.0079	3	rating_par	0.0667
263.007494017	5	attend	negative	75	n/a	n/a	21	263.0075	5	att_neg	n/a
270.010891744	3	rate	n/a	n/a	114	0.582976861999896	21	270.0109	3	rating_par	2.0667
276.002049182	5	attend	negative	70	n/a	n/a	22	276.002	5	att_neg	n/a
285.013354941	3	rate	n/a	n/a	114	0.492048152000052	22	285.0134	3	rating_par	2.0667
292.017014891	5	attend	neutral	95	n/a	n/a	23	292.017	5	att_neut	n/a
301.011857701	3	rate	n/a	n/a	98	0.63198388700016	23	301.0119	3	rating_par	-0.9333
307.002861249	5	suppress	negative	14	n/a	n/a	24	307.0029	5	suppr_neg	n/a
314.006396181	3	rate	n/a	n/a	121	0.484465602	24	314.0064	3	rating_par	0.0667
319.001732078	5	suppress	negative	16	n/a	n/a	25	319.0017	5	suppr_neg	n/a
325.009369947	3	rate	n/a	n/a	121	0.674123539999982	25	325.0094	3	rating_par	0.0667
332.012865825	5	suppress	negative	1	n/a	n/a	26	332.0129	5	suppr_neg	n/a
339.01626937	3	rate	n/a	n/a	98	0.53688820299999	26	339.0163	3	rating_par	-0.9333
344.011611283	5	suppress	negative	11	n/a	n/a	27	344.0116	5	suppr_neg	n/a
351.014937827	3	rate	n/a	n/a	121	0.514031474999911	27	351.0149	3	rating_par	0.0667
355.014674406	5	attend	negative	62	n/a	n/a	28	355.0147	5	att_neg	n/a
361.0056599	3	rate	n/a	n/a	103	0.524223229999961	28	361.0057	3	rating_par	1.0667
365.005336133	5	attend	neutral	88	n/a	n/a	29	365.0053	5	att_neut	n/a
373.004415383	3	rate	n/a	n/a	98	0.454919749000055	29	373.0044	3	rating_par	-0.9333
381.00349226	5	attend	negative	74	n/a	n/a	30	381.0035	5	att_neg	n/a
387.011317897	3	rate	n/a	n/a	121	0.790341732999877	30	387.0113	3	rating_par	0.0667
